Question1,Question2,Similarity
moving qutar friday 2days wear ca n't wear wear knee length dresses skirts knee,women wear open toe closed toe shoes qatar acceptable height heel women shoes accepted qatari culture expat women held standard regarding shoes qatari women thanks advance,Relevant
moving qutar friday 2days wear ca n't wear wear knee length dresses skirts knee,hi coming doha 14th september wondering temperature winter many degrees cold december january take warm sweaters lool really chilly person cheers,Relevant
moving qutar friday 2days wear ca n't wear wear knee length dresses skirts knee,family moving qatar next year lived saudi 10 years ago co-worker said expat men women wear shorts public qatar find extremely difficult believe truth thanks kevin houston,Relevant
moving qutar friday 2days wear ca n't wear wear knee length dresses skirts knee,foreign lady wear qatar normally office wear home wear hang mall cover,PerfectMatch
moving qutar friday 2days wear ca n't wear wear knee length dresses skirts knee,family new packed lightly stay intent purchase burqa outings respect culture however surprised find many women wearing need long dressed conservatively wearing disrespectful simply tolerated,Relevant
moving qutar friday 2days wear ca n't wear wear knee length dresses skirts knee,hey guys anyone advise examples wear im visiting qatar rules eventhough muslima bangladesh wearing hijab anyhing comfortable tees jeans full sleeve please someone help,PerfectMatch
moving qutar friday 2days wear ca n't wear wear knee length dresses skirts knee,hi able clarify considered appropriate attire females beach gym thanks,Irrelevant
planning bring family visit visa need book return ticket plan extend visa another 4-5 months later convert rp,indian national family visa student planning spend holidays philippines 10days get visa embassy easily get arrival thanks,Relevant
planning bring family visit visa need book return ticket plan extend visa another 4-5 months later convert rp,hello im sri lanka want know much cost apply 3months working visa qatar really urgnt.. please relpy thanks,Relevant
planning bring family visit visa need book return ticket plan extend visa another 4-5 months later convert rp,currently working qatar employer informed us transfer contractor less salary option accept problem personal loan one bank doha accept offer happen mean bank force pay,Irrelevant
planning bring family visit visa need book return ticket plan extend visa another 4-5 months later convert rp,hello friends wife 4 month pregnant coming qatar month deliver baby visit visa passport/visa formalities baby cost delivery charge anybody please help procedre hard deliver shud swnd back native place sujestion highly appriciated,Relevant
